candidate_id,candidate_election_year,candidate_name,party_full,incumbent_challenge_full,office,total_receipts,total_disbursements,cash_on_hand_end_period,committee_ids,coverage_end_date,candidate_pcc_id,candidate_pcc_name
P40016842,2024,"ZEN, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00860932},,C00860932,PRESIDENT QUINCI ZEN ASIAN FOUNDATION
P40016859,2024,"SMITH SLATER, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00860528,C00861088}",,C00861088,PRESIDENT QUINCI SMITH SLATER FONTANA
P40016867,2024,"PRYCE, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00860890,C00861096}",,C00861096,PRESIDENT QUINCI PRYCE FONTANA
P40016875,2024,"RENEE SMITH SLATER, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00860536,C00861104}",,C00861104,PRESIDENT QUINCI RENEE SMITH SLATER FONTANA
P40016883,2024,"PADUA HILLS, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00861039,C00861112}",,C00861112,PRESIDENT QUINCI PADUA HILLS 91711
P40016891,2024,"MILLIONAIRE, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861120},,C00861120,PRESIDENT QUINCI MILLIONAIRE
P40016909,2024,"MILLIONAIRE SPEEDO, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861138},,C00861138,PRESIDENT QUINCI MILLIONAIRE SPEEDO
P40016917,2024,"MILLIONAIRE MILLIONAIRE, PRESIDENT QUI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861146},,C00861146,PRESIDENT QUINCI MILLIONARE MILLIONARE
P40016925,2024,"BLACK DENIM HOLLYWOOD, PRESIDENT QUINC",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861203},,C00861203,PRESIDENT QUINCI SMITH BLACK DENIM HOLLYWOOD
P40016933,2024,"WEST HOLLYWOOD, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861211},,C00861211,PRESIDENT QUINCI WEST HOLLYWOOD
P40016941,2024,"TRUST, PRESIDENT QUINCI MILLIONAIRE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861229},,C00861229,PRESIDENT QUINCI MILLIONAIRE TRUST
P40016958,2024,"JEW, PRESIDENT QUINCI GAY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861237},,C00861237,PRESIDENT QUINCI GAY JEW
P40016966,2024,"WON THE ELECTION, PRESIDENT QUINCI PRY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861245},,C00861245,PRESIDENT QUINCI PRYCE WINNER OF THE PRESIDENTIAL ELECTION
P40016974,2024,"ELECTED PRESIDENT, PRESIDENT QUINCI PR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861252},,C00861252,PRESIDENT QUINCI PRYCE THE ELECTED PRESIDENT OF THE UNITED STATES OF AMERICA
P40016982,2024,"OF THE UNITED STATES OF, PRESIDENT QUI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861260},,C00861260,PRESIDENT QUINCI PRYCE OF THE UNITED STATES OF AMERICA REPUBLICAN
P40016990,2024,"BEVERLY HILLS, PRESIDENT QUINCI BEL AI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861278},,C00861278,PRESIDENT QUINCI PRYCE BEL AIR BEVERLY HILLS
P40017006,2024,"REPUBLICAN PARTY, PRESIDENT QUINCI PRY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861286},,C00861286,PRESIDENT QUINCI PRYCE REPUBLICAN PARTY
P40017014,2024,"NINETEEN SIXTY ONE, PRESIDENT ULRIC PR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861294},,C00861294,PRESIDENT ULRIC PRYCE NINETEEN SIXTY ONE
P40017022,2024,"NINETEEN EIGHTY ONE, PRESIDENT GRACE P",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861302},,C00861302,PRESIDENT GRACE PRYCE NINETEEN EIGHTY ONE
P40017030,2024,"TWO THOUSAND EIGHT, PRESIDENT RENEE PR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861310},,C00861310,PRESIDENT RENEE PRYCE TWO THOUSAND EIGHT
P40017048,2024,"PRYCE, RENEE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861328},,C00861328,PRESIDENT RENEE PRYCE FOR AMERICA
P40017055,2024,"PRYCE, GRACE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861336},,C00861336,PRESIDENT GRACE PRYCE FOR AMERICA
P40017063,2024,"QUINCI PRYCE, MILLIONAIRE PRESIDENT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861344},,C00861344,MILLIONAIRE PRESIDENT QUINCI PRYCE
P40017071,2024,"PRYCE, DICTATOR QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861351},,C00861351,DICTATOR QUINCI PRYCE
P40017089,2024,"PRYCE, WORLD LEADER QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861369},,C00861369,WORLD LEADER QUINCI PRYCE
P40017097,2024,"BANKS, WORLD LEADER QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861377},,C00861377,WORLD LEADER QUINCI PRYCE BANKS
P40017105,2024,"BANKS, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861385},,C00861385,PRESIDENT QUINCI BANKS
P40017113,2024,"MULTIMILLIONAIRE, PRESIDENT QUINCI BUS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861393},,C00861393,PRESIDENT QUINCI BUSINESS MULTIMILLIONAIRE
P40017121,2024,"PRYCE, SENATOR QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861401},,C00861401,SENATOR QUINCI PRYCE
P40017139,2024,"QUINCI PRYCE, HOUSE REPRESENTATIVE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861419},,C00861419,HOUSE REPRESENTATIVE QUINCI PRYCE
P40017147,2024,"PRYCE, ROYAL KING QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861427},,C00861427,ROYAL KING QUINCI PRYCE
P40017154,2024,"PRYCE, MUSIC ARTIST QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861435},,C00861435,MUSIC ARTIST QUINCI PRYCE
P40017162,2024,"PRYCE, ITUNES MUSIC QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861443},,C00861443,ITUNES MUSIC QUINCI PRYCE
P40017170,2024,"PRYCE, CHEERLEADER QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861468},,C00861468,CHEERLEADER QUINCI PRYCE
P40017188,2024,"QUINCI PRYCE, PRESIDENT CANDIDATE PAGE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861484},,C00861484,PRESIDENT CANDIDATE  PAGE ONE QUINCI PRYCE
P40017196,2024,"PRYCE UNITED STATES, PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861492},,C00861492,PRESIDENT QUINCI PRYCE UNITED STATES VICTORIA SECRET SHOW
P40017204,2024,"QUINCI PRYCE, VICTORIA SECRET MODEL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861500},,C00861500,VICTORIA SECRET MODEL QUINCI PRYCE
P40017212,2024,"OFFICAL, PRESIDENT QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861526},,C00861526,PRESIDENT QUINCI PRYCE OFFICIAL
P40017220,2024,"QUINCI PRYCE, B MILLIONAIRE PRESIDENT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861534},,C00861534,B MILLIONAIRE PRESIDENT QUINCI PRYCE
P40017238,2024,"QUINCI PRYCE, SUPREME COURT JUDGE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861542},,C00861542,SUPREME COURT JUDGE QUINCI PRYCE
P40017246,2024,"PRYCE, SUPREME PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861559},,,
P40017253,2024,"PRYCE, REPUBLICAN QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861567},,,
P40017261,2024,"PRYCE, SWEETHEART PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861575},,,
P40017279,2024,"PRYCE, MARRIED FUN QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861583},,,
P40017287,2024,"QUINCI PRYCE, ALL FIFTHY STATES VOTED ",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861591},,,
P40017295,2024,"QUINCI PRYCE, MULTIMILLIONAIRE PRESIDE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861609},,,
P40017303,2024,"QUINCI PRYCE, B MULTIILLIONAIRE PRESID",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861617},,,
P40017311,2024,"OCTOBER, PRESIDENT QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861625},,,
P40017329,2024,"JEWISH FOUNDATION, PRESIDENT QUINCI PR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861633},,,
P40017337,2024,"QUINCI PRYCE, JEWISH DIRTBIKE PRESIDEN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861641},,,
P40017345,2024,"LONG BEACH, PRESIDENT QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861658},,,
P40017352,2024,"QUINCI PRYCE, TARGET PRESIDENT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861666},,,
P40017360,2024,"PRYCE, COMPUTER PRESIDENT QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861674},,,
P40017378,2024,"QUINCI PRYCE, MALIBU BEACH HOUSE PRESI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861682},,,
P40017386,2024,"YOUNG KING, PRESIDENT QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861690},,,
P40017394,2024,"PRESIDENT QUINCI PRYCE, HIGH ENERGY PH",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861708},,,
P40017402,2024,"MATHEMATICIAN, PRESIDENT QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861716},,,
P40017410,2024,"PRYCE, MATHEMATICIAN QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861724},,,
P40017428,2024,"JD CLAREMONT OFFICE, QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861732},,,
P40017436,2024,"WOODMEN, PRESIDENT HATTIE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861740},,,
P40017444,2024,"WOODMEN, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861757},,,
P40017451,2024,"PRYCE, PRESIDENT GEORGE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861765},,,
P40017469,2024,"LAOTIAN NORDSTROM, QUINCI PRYCE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861773},,,
P40017477,2024,"LAOTIAN BRITISH, PRESIDENT QUINCI PRYC",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861781},,,
P40017485,2024,"ANDERSON, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861799},,,
P40017493,2024,"AFRICACANA, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861807},,,
P40017501,2024,"FRANCO, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861815},,,
P40017519,2024,"TEDASTAIN, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861823},,,
P40017535,2024,"TORSANNNNANNA, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861849},,,
P40017543,2024,"BRAZIL, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861856},,,
P40017550,2024,"CANADA, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861864},,,
P40017568,2024,"DOT, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861872},,,
P40017576,2024,"MORMAN, QUINCI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00861880},,,
P40018186,2024,"METWALLY, AMR",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00862987},,C00862987,AMR METWALLY METWALLY FOR PRESIDENT
P40018194,2024,"ROSSER, TREMEL MARQUIS",COMMANDMENTS PARTY,Challenger,P,0.0,0.0,0.0,{C00863134},,C00863134,MERCK TRUCKING LLC
P40018376,2024,"LIND, THEODORE EMORY THE NOBLE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00863407},,C00863407,THEODORE LIND [ARCHITEKTON]
P40018384,2024,"BARTELKIN, JACQUES FRANCIS WRIGHT REV.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00863431},,C00863431,BARTELKIN BARTEL-CAN 2024
P40018434,2024,"ASHBURN, WILLIAM CHESTER JR",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00863795},,C00863795,WILLIAM C ASHBURN JR ENTERPRISES
P40018442,2024,"AUGER, PAUL DAVID MR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00864694},,C00864694,PRESIDENT PAUL AUGER
P40018459,2024,"EARTH FAGIN, THEODORE MILTON",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00863811},,C00863811,VOTE EARTH
P40018467,2024,"WYSINGER, DEMETRA JEFFERSON",OTHER,Challenger,P,0.0,0.0,0.0,{C00863837},,C00863837,ASK WY MAMA PRESIDENTIAL FINANCE COMMITTEE
P40018517,2024,"JONES, PERRY",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00863902},,C00863902,PERRY JONES FOR PRESIDENT
P40018541,2024,"PNACEK, MICHAEL JOSEPH",INDEPENDENT CONSERVATIVE DEMOCRATIC,Challenger,P,0.0,0.0,0.0,{C00863985},,C00863985,THE U.S. PEOPLE
P40018558,2024,"LEMAIRE, JESSIE JAY",OTHER,Challenger,P,0.0,0.0,0.0,{C00830596},,C00830596,
P40018566,2024,"KRAFT, RYAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00864199},,C00864199,RY KRAFT FOR PRESIDENT
P40018590,2024,"MARINA, KRISTIN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00864751},,C00864751,KRISTIN MARINA FOR PRESIDENT
P40018608,2024,"MCBRIDE, AUSTIN PRESIDENT",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00864769},,C00864769,THE PEOPLE AGAINST AUSTIN MCBRIDE
P40018681,2024,"SOARES, ABILIO VIVEIROS",OTHER,Challenger,P,0.0,0.0,0.0,{C00865709},,C00865709,SOARES 2024
P40018699,2024,"REDMOND, JACOB THOMAS",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00865741},,C00865741,REDMOND AI FOR PRESIDENT
P40018715,2024,"MANNING, PAUL",CITIZENS' PARTY,Challenger,P,0.0,0.0,0.0,{C00865782},,C00865782,TIME TO TAKE IT ALL BACK MANNING FOR PRESIDENT
P40018723,2024,"COULTER, JOSHUA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00865873},,C00865873,JOSHUA COULTER
P40018749,2024,"LYONS, SEAN",REPUBLICAN PARTY,Challenger,P,274.39,274.39,0.00,{C00866004},2024-03-31 00:00:00,C00866004,SEAN LYONS FOR PRESIDENT
P40018830,2024,"SNYDER, MICHAEL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00866566},,C00866566,COMMITTEE OF MICHAEL THOMAS SNYDER FOR PRESIDENT
P40018889,2024,"NEWMAN, SHANTELL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00864249},,,
P40018897,2024,"AREVALO, NORMAN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00867051},,C00867051,NORMAN FOR PRESIDENT
P40018913,2024,"MENELIK I, DAWSON THE PRINCE OF LOVE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00867424},,C00867424,THE LOVE REVOLUTION
P40018921,2024,"COLLINS, JOSEPH COLLINS MR. JR",LIBERTARIAN PARTY,Challenger,P,0.0,0.0,0.0,{C00866509},,C00866509,JOSEPH COLLINS JR FOR PRESIDENT
P40018947,2024,"FERRER ROIG, RAMON FERNANDO",AMERICAN INDEPENDENT PARTY,Challenger,P,0.0,0.0,0.0,{C00867721},,C00867721,FERRER ROIG 2024
P40018954,2024,"BARTELKIN (COLIN S NELSON), JACQUES FR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00863431},,C00863431,BARTELKIN BARTEL-CAN 2024
P40018970,2024,"MONTGOMERY, RICHARD THOMAS MR.",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00867838},,C00867838,MONTGOMERY FOR PRESIDENT
P40018988,2024,"PLONKA, MARK",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00868018},,C00868018,MARK PLONKA
P40019028,2024,"BUSS, JOHNNY HATTEN",INDEPENDENT,Challenger,P,1234622.77,1234622.77,0.00,{C00867846},2024-09-30 00:00:00,C00867846,BUSS FOR AMERICA 2024
P40019044,2024,"JOHNSON, THERESA",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00868554},,C00868554,THERESA JOHNSON
P40019051,2024,"GRAYSON, CHRISTALYNN FELICIA",NEW PROGRESSIVE PARTY,Challenger,P,0.0,0.0,0.0,{C00868851},,C00868851,CHRISTALYNN FELICIA GRAYSON AND JENNIFER TAMARIE FREE SAVE EARTH
P40019069,2024,"BUELOW, ELIZABETH",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00868950},,C00868950,LIZ PARTY
P40019077,2024,"SMITH ABRAMS ALMASI, MARCIA KAREN DR P",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00778233},,C00778233,"DR. MARCIA KAREN SMITH ABRAMS ALMASI, PHD FOR PRESIDENT"
P40019119,2024,"DEVER, ADAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00869289},,C00869289,COMMITTEE TO ELECT ADAM DEVER
P40019127,2024,"ROBBINS, DAVID",CONSTITUTION PARTY,Challenger,P,0.0,0.0,0.0,{C00869362},,C00869362,DAVID ROBBINS FOR PRESIDENT
P40019143,2024,"COTTILLION, ADAM D MR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00869453},,C00869453,THE COMMITTEE FOR ADAM
P40019168,2024,"BRADSHAW, DANNIE MICHAEL",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00869792},,C00869792,DANNIE BRADSHAW
P40019184,2024,"DENNIS, SHAKEBA LACOLE MS",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00870048},,C00870048,SHAKEBA DENNIS OR SHAKEBAD4PRESIDENT
P40019192,2024,"OLSCAMP, DAVID MICHAEL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00870097},,C00870097,DAVID 2024
P40019218,2024,"TERRY, RANDAL ALLAN MR.",UNAFFILIATED,Challenger,P,596542.73,620244.00,-23701.27,{C00867812},2024-12-31 00:00:00,C00867812,TERRY 2024 INC
P40019259,2024,"ROSCHBACH, ALEXANDER LYERRAD MR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00870865},,C00870865,ROSCHBACH GROUP
P40019267,2024,"ROBINSON, JOSHUA RYAN",OTHER,Challenger,P,0.0,0.0,0.0,{C00871103},,C00871103,JOSHUA ROBINSON
P40019275,2024,"ALLEN, DENNIS JOSHUA",INDEPENDENT AMERICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00871129},,C00871129,DENNIS ALLEN
P40019309,2024,"CHISHOLM, CHRISTINE MARIA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00872911},,C00872911,CHRISTINE CHISHOLM FOR PRESIDENT
P40019432,2024,"ODOM, WANDA CAROL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00872093},,C00872093,WANDA ODOM 2024
P40019440,2024,"CHISHOLM, CHRISTINE MARIA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00872911},,C00872911,CHRISTINE CHISHOLM FOR PRESIDENT
P40019457,2024,"LESTER, ROBERT CHRISTOPHER MR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00872267},,C00872267,OPOWU
P40019465,2024,"ASHTON, JOSEPH M",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00872259},,C00872259,AVERAGE JOE
P40019473,2024,"CHUKWU, NNAETOO SIR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00872390},,C00872390,DR CHUKWUEDOZIE CHAMBERS
P40019499,2024,"ADAMCZYK, SELMA M",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00873422},,C00873422,CITIZENS FOR SELMA M ADAMCZYK
P40019507,2024,"BELL, DOUGLAS MR",INDEPENDENT,Challenger,P,1991.31,1914.36,49.45,{C00872952},2024-12-31 00:00:00,C00872952,DOUG BELL FOR PRESIDENT
P40019523,2024,"BELL, DOUGLAS",INDEPENDENT,Challenger,P,1991.31,1914.36,49.45,{C00872952},2024-12-31 00:00:00,C00872952,DOUG BELL FOR PRESIDENT
P40019549,2024,"WOLTERBEEK, ROB THOMAS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00872846},,C00872846,ROB4PREZ
P40019556,2024,"RANDAZZO, VINNY",UNAFFILIATED,Challenger,P,6364.10,6182.78,174.20,{C00873075},2024-06-30 00:00:00,C00873075,VINNY RANDAZZO FOR PRESIDENT
P40019572,2024,"CALABRESE, MICHAEL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00873455},,C00873455,MICHAEL CALABRESE FOR PRESIDENT
P40019598,2024,"TANNIRU, JOSEPH KISHORE",SOCIALIST EQUALITY PARTY,Challenger,P,59782.17,57796.99,1985.18,{C00873612},2024-12-31 00:00:00,C00873612,COMMITTEE TO ELECT JOSEPH KISHORE
P40019622,2024,"MEDINA, IAN ANTHONY",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00873802},,C00873802,IAN MEDINA FOR PRESIDENT OF THE UNITED STATES
P40019648,2024,"CAMPBELL, JOHNNIE",NONE,Challenger,P,0.0,0.0,0.0,{C00874073},,C00874073,17 11 JE 2060 FOR JOHNNIE CAMPBELL
P40019671,2024,"NEEDHAM, LOGAN",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00874347},,C00874347,LOGAN FOR PRESIDENT
P40019689,2024,"WEIR, LOGAN MICHEAL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00874461},,C00874461,LOGANG
P40019697,2024,"WISEMAN, DAVID ALEXANDER",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00874552},,C00874552,COMMON GROUND CAMPAIGN
P40019705,2024,"ASTRONAUT, DOCTOR FN PO2",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00874594},,C00874594,DOCTOR FN ASTRONAUT FOR PRESIDENT
P40019713,2024,"BOLES, SKY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00874644},,C00874644,SKY COMMITTEE
P40019739,2024,"COLLINS, ANDREW",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00875310},,C00875310,ANDREW COLLINS
P40019747,2024,"CHRISTENSON, DAVID ANDREW",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00875468},,C00875468,THE RELUCTANT PATRIOT DAVID ANDREW CHRISTENSON (TRPDAC3)
P40019754,2024,"CHRISTENSON, DAVID ANDREW",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00875468},,C00875468,THE RELUCTANT PATRIOT DAVID ANDREW CHRISTENSON (TRPDAC3)
P40019796,2024,"ALBRITTON, DEVINCHE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00876029},,C00876029,CITIZENS FOR WISDOM AND FAITH IN THE WHITE HOUSE
P40019846,2024,"HAMILTON, ROGER ALLEN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00876540},,C00876540,ROGER ALLEN HAMILTON FOR PRESIDENT OF THE UNITED STATES
P40019861,2024,"BENGE, SARAH JO MS.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00876722},,C00876722,SARAH BENGE LIBERTARIAN PRESIDENTIAL CAMPAIGN COMMITTEE
P40019879,2024,"ANDREJKA, CHRISTOPHER ACE MR",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00877159},,C00877159,COMMITTEE OF ANDREJKA
P40019895,2024,"HENRICKSON, PAUL",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00878066},,C00878066,PMH
P40019903,2024,"HOPSON, DIANE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00877340},,C00877340,COMMITTEE TO ELECT DIANE CAROL HOPSON
P40019937,2024,"FISHBACK, BRIAN C MR.",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00878447},,,
P40019978,2024,"WEBB, TOMMY",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00879023},,C00879023,TEAM TOMMY WEBB
P40020059,2024,"ABITTAN, ALEXANDER",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00879700},,C00879700,"H2O, ENT., INC."
P40020075,2024,"ROJAS, IRIS MARGARITA",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00880021},,C00880021,FRIENDS OF IRIS
P40020125,2024,"SCAFIDI, TYLER LEE MR.",UNAFFILIATED,Challenger,P,7.00,1.38,5.62,{C00880138},2024-12-31 00:00:00,C00880138,"TYLER LEE SCAFIDI'S PRESIDENTIAL POLITICAL ACTION COMMITTEE (PAC) FOR EQUITABLE AMERICAN LAW, ORDER, AND JUSTICE"
P40020141,2024,"SADLER, KALEB MICHEAL",REPUBLICAN PARTY,Challenger,P,150000.00,0.00,150000.00,{C00880153},2024-06-30 00:00:00,C00880153,KALEB SADLER
P40020182,2024,"LYDON, CHRISTOPHER",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00880799},,C00880799,BACK TOO THE CONSTITUTION
P40020216,2024,"AQUINO, PAUL ANTHONY",LA RAZA UNIDA,Challenger,P,0.0,0.0,0.0,{C00881334},,,
P40020240,2024,"LEWIS, TIFFANY S MS.",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00881755},,C00881755,GENERATION WHY CAMPAIGN WITH AI
P40020299,2024,"ROSS, RICKY ALLEN MISTER JR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00881904},,C00881904,MISTER RICKY ALLEN ROSS JR FOR PRESIDENT
